ds,yhat,yhat_lower,yhat_upper
2011-04-13,20298.252398817993,6372.343937023541,33973.96706794276
2011-04-14,28764.70477606052,15066.257792440465,42571.65725026821
2011-04-15,17917.214195864086,5016.031599227835,31499.088376391082
2011-04-17,6890.253750710657,-6835.580769451443,21071.04789728397
2011-04-18,19104.753843420098,5872.79656340069,33101.50738939927
2011-04-19,24136.620120283176,10217.752576029981,37477.08989556092
2011-04-20,19723.62218848397,6461.326715924695,32331.37538121005
2011-04-21,28829.019301861466,15078.881506452202,42704.43223867643
2011-04-26,27302.376162785295,13788.931096612845,41186.98053232353
2011-04-27,23381.087658240165,10616.039094819185,36874.889446209105
2011-04-28,32904.05747714857,19258.311489876083,46050.382198562394
2011-05-01,13696.272377890455,-297.2841519270286,28008.04639672512
2011-05-03,32095.273387355588,18489.059831197224,45801.76989675206
2011-05-04,28027.21232633335,14437.511335394172,41424.437385372956
2011-05-05,37313.19829308006,23205.106592204487,50137.44092069165
2011-05-06,27134.566066138916,13974.629855531086,40006.85825209792
2011-05-08,16939.650649833216,3047.4194078966802,29583.23868923028
2011-05-09,29301.670027155305,15938.064800663393,42173.3928277397
2011-05-10,34299.3486879982,21913.120582463634,47496.34291306721
2011-05-11,29674.233480083083,16108.547346603213,42511.07197898954
2011-05-12,38397.82678655606,24445.2756246072,52061.22166036859
2011-05-13,27666.01550746438,14891.992045910623,41459.40986405573
2011-05-15,16447.196097160937,2923.8753331309285,30390.27021110258
2011-05-16,28363.090909980074,14771.673332818644,41870.18870337894
2011-05-17,32972.40776732898,19050.996968407715,46391.67481656705
2011-05-18,28024.80454446831,14785.209038014156,41102.88799910027
2011-05-19,36497.81038424862,23917.14417994444,49721.49572921052
2011-05-20,25591.121333031282,11069.419455561063,38553.45395855348
2011-05-22,14253.482456036929,1380.032232572901,28315.201918205483
2011-05-23,26221.685068287676,13948.706078407942,40924.77577254351
2011-05-24,30951.709093001795,17606.407729080915,44442.31560683478
2011-05-25,26186.217541475835,12107.143493113037,39006.876759418185
2011-05-26,34894.070313140954,21397.338873020522,48729.11554210852
2011-05-27,24264.901517544386,10411.549432169402,37770.006577791624
2011-05-29,13565.043154956491,-411.0036194589047,27320.74156983707
2011-05-31,30930.75151399417,18007.64966018563,44871.6063058277
2011-06-01,26479.875093141778,12275.707931317605,39414.9516620426
2011-06-02,35474.42915039229,21463.36527489165,48627.49716052706
2011-06-03,25093.864828035727,11479.441260116679,38272.99748194581
2011-06-05,14742.936619369148,865.1746499513115,28660.539837750366
2011-06-06,27134.67434245284,13772.061305557741,40579.11392585365
2011-06-07,32219.769461906846,17938.59002691186,45528.533238062846
2011-06-08,27727.23313887749,14933.198983060887,40830.436166720254
2011-06-09,36614.96307107342,23676.460043980023,50812.73137181456
2011-06-10,26064.609626650996,13203.428171256755,38254.447879177664
2011-06-12,15203.252689041063,1237.7630216576447,28667.288157791772
2011-06-13,27267.534113102833,14171.384567722587,41371.80059083065
2011-06-14,31988.161097065236,18430.48889426343,45230.553080776255
2011-06-15,27103.901961949945,13048.231404391025,41307.27277077432
2011-06-16,35583.18761822019,23816.681853178365,48417.16498945359
2011-06-17,24618.672744026422,11085.145635080205,39184.68826219282
2011-06-19,12956.336384045286,-364.0575924606926,26224.932784934
2011-06-20,24655.35961951962,11114.971661559917,37473.357726611335
2011-06-21,29047.544948808165,16381.281906734088,42824.43773285917
2011-06-22,23880.474722289182,9816.665984345325,38074.139437112244
2011-06-23,32130.171925816914,19335.54723490077,46439.48106044144
2011-06-24,20995.475843693028,7443.82589288673,34367.65714506058
2011-06-26,9187.893251411078,-4255.953789614437,22636.9649561356
2011-06-27,20916.137587789955,6814.3368038252465,34707.06962954786
2011-06-28,25405.476542605516,11200.592129619057,38972.15466248279
2011-06-29,20401.452034593836,7265.830918049077,34125.681375430264
2011-06-30,28876.494167125555,14945.60450808942,41991.95599400391
2011-07-01,18024.42964577541,5492.98937282588,30695.524313371858
2011-07-03,6927.860945890414,-6622.609061753584,21334.009773620128
2011-07-04,19069.020570091612,4727.918713485168,30866.441485147636
2011-07-05,23998.085054401094,11284.630082217489,38294.52041166604
2011-07-06,19451.5002768521,5156.90618530429,32191.20588603089
2011-07-07,28392.495500560937,14191.481830055296,42698.30289200608
2011-07-08,18005.831081610166,4215.742349890057,30474.82987562528
2011-07-10,7804.145898614155,-5558.284154409417,20863.895589317435
2011-07-11,20359.25691708527,6653.397989342976,34098.020785056025
2011-07-12,25670.98768876428,12018.382053819485,39173.22401815566
2011-07-13,21470.30622605272,7343.029770387182,35116.70233064843
2011-07-14,30716.062535383375,17281.6661898082,44203.19024863732
2011-07-15,20589.78219772499,7334.638662586019,34057.715236306925
2011-07-17,10768.539445510592,-1585.0246855230137,23445.447776037643
2011-07-18,23442.87448041612,9446.802595035138,36723.489797180526
2011-07-19,28827.63827339781,15463.41157322814,42202.66565074061
2011-07-20,24655.771087309065,11094.069367259066,38138.315005993645
2011-07-21,33888.83451505786,19322.619690249274,47508.430893957324
2011-07-22,23711.659049407663,9944.8072657687,36308.0460604392
2011-07-24,13689.276800381893,190.6835114483316,27215.648466256178
2011-07-25,26221.54811840242,13012.82348579825,40270.995875921166
2011-07-26,31442.10944426504,18500.976241011893,46011.8607910157
2011-07-27,27087.893955314867,13731.768498080795,40108.679012573586
2011-07-28,36124.198090019614,22646.57072142119,50140.599245181686
2011-07-29,25739.239117480272,11341.804852117766,39202.79588322853
2011-07-31,15279.658031933155,2596.9819310804187,29185.909854468413
2011-08-01,27587.090841422974,14263.781499148818,40322.78667813593
2011-08-02,32580.944954853396,18976.261051500216,45580.62855233801
2011-08-03,27999.34718808111,15073.897959021164,42506.28776159831
2011-08-04,36808.43719273405,22947.78322645077,50026.63477400704
2011-08-05,26197.00526892941,13419.275328075091,39327.482944707495
2011-08-07,15288.223513312889,1140.4979327349258,28652.00637981832
2011-08-08,27373.624663650695,14652.960516643332,41577.32727069028
2011-08-09,32147.8002069523,18110.759851557876,45419.665722101585
2011-08-10,27349.64858024798,14166.223136907267,41257.088861090466
2011-08-11,35946.42753922773,22465.19682538953,49956.43033006804
2011-08-12,25128.46885058698,11918.953947997517,38223.6343663208
2011-08-14,13832.585265334443,887.177520143344,27510.721595100393
2011-08-15,25742.999357543224,12493.00125323603,38733.97780181738
2011-08-16,30359.13260400733,16735.679706472547,43560.626073361964
2011-08-17,25423.880982317827,12555.521915872947,38411.43602547911
2011-08-18,33908.86708508216,20551.452033684498,47558.27028587263
2011-08-19,23009.048639889585,10433.470801883832,35528.5687674414
2011-08-21,11658.251089535235,-2756.684240230832,24534.14052263314
2011-08-22,23604.896173579284,10181.115185231805,36151.53655357203
2011-08-23,28305.419125565837,15899.885061038036,42008.6258530024
2011-08-24,23506.35211457213,9799.411950367054,37404.434780655116
2011-08-25,32182.225578065154,19581.08135098803,45636.520919110706
2011-08-26,21530.004224329612,8498.32652144949,35293.446334971144
2011-08-28,10847.128701515296,-2609.006117797316,23937.33459072003
2011-08-30,28384.27856237814,14605.18441397613,40660.69090998582
2011-08-31,24105.238698632573,10764.496336751168,37405.69404521051
2011-09-01,33343.9339505307,20224.65241488445,46713.418742731774
2011-09-02,23290.170016786367,9628.354368416456,36027.65669463562
2011-09-04,13876.124596046251,112.77877352271015,27170.075703070772
2011-09-05,26891.418289191977,13261.228031610688,38966.19106890432
2011-09-06,32709.024144916344,18791.782821238223,46271.04544963144
2011-09-07,29059.1401895509,15660.760970203304,42530.734638780814
2011-09-08,38898.24926446665,26243.985081716874,52249.101872245905
2011-09-09,29403.88383303695,16004.22261375112,41868.37331035626
2011-09-11,20938.287921836803,8818.964167171132,34471.77555529824
2011-09-12,34320.79155836595,20890.149199976575,47401.74606383438
2011-09-13,40421.50260105871,27418.518934771284,52792.311436401644
2011-09-14,36962.811918731684,24512.885339254437,50408.16781510301
2011-09-15,46895.100713886,33779.71081890743,60143.58340288265
2011-09-16,37391.708999257295,23464.689950779484,50575.62909291401
2011-09-18,28595.130071076845,14982.049060841578,41359.34645515017
2011-09-19,41658.02827064018,28833.09805442187,55261.86659740448
2011-09-20,47341.688061658555,34062.53309394268,61552.4608945062
2011-09-21,43375.21242945735,30381.125235688818,57299.31962834992
2011-09-22,52717.759195361046,39401.50461605763,67192.75757320155
2011-09-23,42553.33788348806,29063.332551616724,55919.68211231022
2011-09-25,32271.587351781884,18055.646777555557,45997.2378685353
2011-09-26,44538.899215368656,30279.527018664547,58266.15929156551
2011-09-27,49412.13841486428,35977.09905460542,63133.18999070015
2011-09-28,44636.336720210806,32375.748202704886,57830.98340502762
2011-09-29,53186.56593830939,39623.52502026613,65980.93584514935
2011-09-30,42262.34639852996,28644.1256100725,55371.630673140775
2011-10-02,30616.309820404338,17602.53379038451,43660.69947771577
2011-10-03,42304.7968413309,29779.652931385823,55780.28322462011
2011-10-04,46682.417554263506,34065.251559808254,60436.04330735252
2011-10-05,41502.45740063478,27155.91907498309,54558.079797778475
2011-10-06,49745.99437109326,36284.52101676064,63845.12995781652
2011-10-07,38616.16370798787,24732.067152323285,50939.18712591842
2011-10-09,26864.235528284702,13030.5176037346,40231.81955978529
2011-10-10,38647.32378144263,25633.128194452853,52279.976024642994
2011-10-11,43210.561642920344,30712.515840838816,57755.86138996858
2011-10-12,38299.0114515662,24997.67795614956,51202.07321784703
2011-10-13,46883.63495991319,33053.17493981484,60030.67750798834
2011-10-14,36155.84948221126,23006.545436054083,49573.83014995014
2011-10-16,25338.052363848732,12081.511242440953,39654.3240659951
2011-10-17,37624.95921323536,23809.108553087466,51282.80887133107
2011-10-18,42697.239082968736,29331.712543269525,55432.64008778424
2011-10-19,38285.780124863006,24286.941387854222,51984.482237033764
2011-10-20,47348.07561105727,32950.419464611645,60663.21141749162
2011-10-21,37063.15436510158,24049.495647034928,50766.46867571405
2011-10-23,26984.512217156072,13778.105518461196,40611.44083476867
2011-10-24,39551.17839267703,26088.411834763345,53315.62353327621
2011-10-25,44835.77939547914,31149.578901908688,57545.76638444362
2011-10-26,40566.34448038593,27946.737155936364,53433.48396216075
2011-10-27,49699.83312101155,35811.23527046771,63644.67389051957
2011-10-28,39417.046933277656,25571.872099008324,52971.03049197655
2011-10-30,29153.522194789464,14521.098911658471,42212.708853938886
2011-10-31,41547.111161448694,27412.08496922698,56033.00583053883
2011-11-01,46616.95817313068,32124.354486485936,59622.84116886569
2011-11-02,42101.77586599353,27419.35366607492,54675.69469633536
2011-11-03,50970.072321454565,37800.04783192132,64114.35023686177
2011-11-04,40414.666578572345,27663.12955389078,55282.80014797807
2011-11-05,52939.79531834547,39919.07705047114,66149.75873844832
2011-11-06,29631.549983180896,16665.970060010186,43564.2813691189
2011-11-07,41800.816291349285,27866.53366991978,55697.37412074712
2011-11-08,46683.41481146216,33595.507297294265,59954.58370191647
2011-11-09,42026.32198257144,28056.59858913287,55720.221561190505
2011-11-10,50804.48384294867,36946.87453787055,64804.107358059824
2011-11-11,40215.075516484256,25864.832813346653,52657.73470264733
2011-11-12,52764.415121357655,38514.1503720752,65227.39960836953
2011-11-13,29538.278198283275,16508.515711271106,44367.55852328715
2011-11-14,41844.789448823234,28801.995584189513,55044.65278695371
2011-11-15,46914.59310812897,33286.18536863624,60923.65945566644
2011-11-16,42487.18172028966,29581.67994110536,54785.20680871386
2011-11-17,51527.89364837849,38444.99953504522,64927.717561727186
2011-11-18,41222.42814408241,27904.816330528378,54067.49209568142
2011-11-19,54064.08022469361,40590.36324557024,67167.5229146404
2011-11-20,31124.433000247314,17815.355672894653,44851.560189270145
2011-11-21,43696.67396899182,30342.93370962647,56849.253309594096
2011-11-22,48996.22479236235,35704.531208399014,63010.48083581429
2011-11-23,44747.55128558939,30665.099566146575,58870.17639614797
2011-11-24,53901.65006638517,40890.638776729684,67266.7857025033
2011-11-25,43631.04633250525,30511.840094949523,57365.03228005386
2011-11-26,56417.49060508887,42751.49499469862,70550.83914012762
2011-11-27,33323.078028969365,18995.859360042836,46255.4043525877
2011-11-28,45633.94346778247,31506.599859185775,58938.20401183866
2011-11-29,50561.2097866194,37423.04187394356,64370.91646360324
2011-11-30,45828.04546738158,32119.198196568927,59905.49375094003
2011-12-01,54387.319262044824,41332.33634515062,67182.12141969726
2011-12-02,43416.679745388785,30021.408689310083,56863.14018835232
2011-12-03,55406.24334048494,42107.28567689577,69538.42656040257
2011-12-04,31429.61264808122,17752.322413083846,45397.67415808057
