ds,yhat,yhat_lower,yhat_upper
2011-03-09,18775.55762965109,5421.578596157292,32662.205657821934
2011-03-10,27446.682818267935,14129.656345475594,39722.90271439898
2011-03-11,16805.683147238695,3697.2511402789323,31599.849250963285
2011-03-13,6177.7396228874095,-6470.1862989758665,20439.26561793108
2011-03-14,18574.163501450512,6000.239794139165,31478.9911056995
2011-03-15,23768.850186654803,10140.571953376539,36305.96505909159
2011-03-16,19494.030126413883,6423.366418518016,31977.638193352388
2011-03-17,28707.611590363347,14505.596558722578,41776.4271545052
2011-03-18,18588.060265686116,4853.390236622714,32912.48329642075
2011-03-20,8875.185275158616,-4230.343181654572,21824.687979154718
2011-03-21,21636.222904082235,9189.735996724443,35183.031296018155
2011-03-22,27117.349866018594,13875.176423916162,40518.20228537631
2011-03-23,23041.496194139952,10369.203293266426,36507.39355889281
2011-03-24,32359.898638511637,19199.67736998247,45636.66420241351
2011-03-25,22247.168204696412,8862.497849075678,35844.21897175273
2011-03-27,12253.144930157945,-500.29419357063006,25937.175121897315
2011-03-28,24733.106453150755,11574.249248660528,37696.941378393894
2011-03-29,29848.72888882008,16592.259085203823,43036.44170595723
2011-03-30,25333.053868457308,12053.51934042488,38627.320696869436
2011-03-31,34149.63194064282,20872.736369285933,47273.47644914198
2011-04-01,23487.230010692147,9721.385176196125,36723.90705380688
2011-04-03,12313.648149225755,-884.6557849668993,25987.226962574958
2011-04-04,24197.358040988744,10935.30937933024,35464.11433399051
2011-04-05,28735.1864693738,14661.545566324483,42068.79217426643
2011-04-06,23676.78399673011,11834.347069080399,37807.160149692616
2011-04-07,32001.36442632311,18323.754064808178,45627.36568441793
2011-04-08,20911.969481648972,7305.255673128842,34434.5485092208
2011-04-10,9127.217737813597,-3653.4645840766443,22776.329676450016
2011-04-11,20845.019974674804,7602.99309857891,34201.87343900227
2011-04-12,25317.98126514624,12057.298663662265,38430.46704332277
2011-04-13,20298.252398817993,7338.155332329862,33557.27046643959
2011-04-14,28764.70477606052,14728.985960082917,41840.45104617528
2011-04-15,17917.214195864086,4854.044769434624,31259.612649657367
2011-04-17,6890.253750710657,-6797.733088139282,20737.477427904403
2011-04-18,19104.753843420098,6112.553613303275,32149.158583813383
2011-04-19,24136.620120283176,11246.01098839866,38679.82899421834
2011-04-20,19723.62218848397,6287.235681047896,33738.71291946083
2011-04-21,28829.019301861466,14564.546866547424,42739.51317240158
2011-04-26,27302.376162785295,14855.011722502108,41952.84374547698
2011-04-27,23381.087658240165,10640.842311323504,36512.212342598075
2011-04-28,32904.05747714857,20394.10043782678,46532.75314826849
2011-05-01,13696.272377890455,-366.18456924245703,28900.10251630649
2011-05-03,32095.273387355588,18718.03569181421,45383.76998553809
2011-05-04,28027.21232633335,14595.77540901495,42129.328981772946
2011-05-05,37313.19829308006,24675.621423196506,51183.850807626084
2011-05-06,27134.566066138916,13090.944070315576,40268.41830681328
2011-05-08,16939.650649833216,3437.8573496735085,30695.22332109989
2011-05-09,29301.670027155305,15273.384990803233,43433.73256816802
2011-05-10,34299.3486879982,21692.35612413082,48096.17285937173
2011-05-11,29674.233480083083,15283.342125607624,42681.0935318723
2011-05-12,38397.82678655606,24691.51450036451,51533.405718778034
2011-05-13,27666.01550746438,13205.096986410987,40612.443382093894
2011-05-15,16447.196097160937,2492.4064773648533,29469.651451130634
2011-05-16,28363.090909980074,13859.691486170133,42196.360515656386
2011-05-17,32972.40776732898,20200.47787804219,46472.80806807314
2011-05-18,28024.80454446831,14717.073670984068,41550.91187164145
2011-05-19,36497.81038424862,23702.942021467785,50232.398148461754
2011-05-20,25591.121333031282,14181.841667192975,39758.2698536749
2011-05-22,14253.482456036929,1719.0543417490235,28743.232466311594
2011-05-23,26221.685068287676,12923.323623198668,39786.65341386642
2011-05-24,30951.709093001795,17977.342768213526,44899.52907702536
2011-05-25,26186.217541475835,12448.59847829875,39418.73014283052
2011-05-26,34894.070313140954,21415.01139901006,48574.46775420049
2011-05-27,24264.901517544386,10683.540716155136,37444.25272716659
2011-05-29,13565.043154956491,-699.2888176204976,26861.608044791672
2011-05-31,30930.75151399417,16794.92341823592,43485.543769787306
2011-06-01,26479.875093141778,12520.161025272351,39991.648913047655
2011-06-02,35474.42915039229,21667.34000438849,49561.04903056135
2011-06-03,25093.864828035727,11876.501511892164,38568.4561306689
2011-06-05,14742.936619369148,1588.706212703171,28693.7389042796
2011-06-06,27134.67434245284,13149.34229338699,40721.77187792008
2011-06-07,32219.769461906846,18683.069881484967,45522.16978165043
2011-06-08,27727.23313887749,14085.422100282309,41332.45148821372
2011-06-09,36614.96307107342,21967.284637630793,49675.11322648706
2011-06-10,26064.609626650996,12905.128622689752,39650.2052181687
2011-06-12,15203.252689041063,1301.5386378809717,29390.868845069464
2011-06-13,27267.534113102833,13360.397702587617,40796.32908360661
2011-06-14,31988.161097065236,18411.682820502676,45265.45388742762
2011-06-15,27103.901961949945,14046.073335766887,40718.7576048477
2011-06-16,35583.18761822019,21161.339342770872,48909.04894350175
2011-06-17,24618.672744026422,11735.16969038573,37214.04325141014
2011-06-19,12956.336384045286,-1149.9942203460882,27107.695062423507
2011-06-20,24655.35961951962,11327.460156463354,38493.06460253888
2011-06-21,29047.544948808165,14535.960641388989,41863.19906889898
2011-06-22,23880.474722289182,10181.70494045222,37380.76402657702
2011-06-23,32130.171925816914,19001.68795449608,45076.407278852144
2011-06-24,20995.475843693028,6698.753104278223,34277.07431750635
2011-06-26,9187.893251411078,-4141.282282378988,21517.736662640553
2011-06-27,20916.137587789955,7298.771732339166,34856.483086267035
2011-06-28,25405.476542605516,11994.840773836837,38831.603869616774
2011-06-29,20401.452034593836,6258.387632641423,33271.93303700487
2011-06-30,28876.494167125555,15509.678481099827,42125.64442499166
2011-07-01,18024.42964577541,4687.258056402593,31814.310044564267
2011-07-03,6927.860945890414,-5764.806805744317,19237.889433799304
2011-07-04,19069.020570091612,5582.447170968229,31958.05059788163
2011-07-05,23998.085054401094,10921.184685887207,36771.4819466861
2011-07-06,19451.5002768521,6353.104393798081,32482.44225026285
2011-07-07,28392.495500560937,15447.488021738827,41902.3064351832
2011-07-08,18005.831081610166,4798.117677847813,30919.391241349247
2011-07-10,7804.145898614155,-5853.012756638951,21187.24367849654
2011-07-11,20359.25691708527,7499.957831725045,34301.86293872587
2011-07-12,25670.98768876428,12786.542399035172,39196.697497730325
2011-07-13,21470.30622605272,8164.003355674893,35428.20795951216
2011-07-14,30716.062535383375,15720.444425258494,44166.79855211417
2011-07-15,20589.78219772499,7609.312481773652,33903.17398146407
2011-07-17,10768.539445510592,-2150.4001501906782,24581.523201951084
2011-07-18,23442.87448041612,10124.90638953716,37243.022814157324
2011-07-19,28827.63827339781,15954.443619192703,42886.708643840684
2011-07-20,24655.771087309065,11207.690020167602,36740.864406183384
2011-07-21,33888.83451505786,21150.38294182616,47923.208038778175
2011-07-22,23711.659049407663,11063.972079365696,38327.832369815995
2011-07-24,13689.276800381893,134.47213264540886,27115.595957418496
2011-07-25,26221.54811840242,12702.359891304386,39492.627930911396
2011-07-26,31442.10944426504,18040.62462812089,44956.02913779271
2011-07-27,27087.893955314867,12682.37209579153,40167.68174031116
2011-07-28,36124.198090019614,23165.717972435883,49253.645524703476
2011-07-29,25739.239117480272,11883.43937163892,39204.60093442209
2011-07-31,15279.658031933155,1785.855596698567,29668.10886488087
2011-08-01,27587.090841422974,13087.948733292105,40148.19353384659
2011-08-02,32580.944954853396,19861.96372570657,45853.56901140508
2011-08-03,27999.34718808111,14572.086849961246,41814.88904278194
2011-08-04,36808.43719273405,23886.21629753151,50088.22803794883
2011-08-05,26197.00526892941,12119.603542967508,38970.296794430484
2011-08-07,15288.223513312889,1792.8846922842254,28874.30567403671
2011-08-08,27373.624663650695,13506.42304629176,40077.90740947871
2011-08-09,32147.8002069523,19075.18653440888,45864.20508680691
2011-08-10,27349.64858024798,14906.19291559841,40692.47097485324
2011-08-11,35946.42753922773,22735.88409974673,50409.99590414747
2011-08-12,25128.46885058698,11577.929877015313,37841.01721996327
2011-08-14,13832.585265334443,1316.9690300628233,28286.399692371477
2011-08-15,25742.999357543224,12551.586919517262,38722.39214534977
2011-08-16,30359.13260400733,16986.599994846834,43942.0449214728
2011-08-17,25423.880982317827,12896.590398673068,39074.95852646726
2011-08-18,33908.86708508216,21224.29443833161,47559.72509253062
2011-08-19,23009.048639889585,10115.914794257787,36442.44723541576
2011-08-21,11658.251089535235,-1504.6436288846933,24745.760459629302
2011-08-22,23604.896173579284,11035.261723811562,37510.970425644766
2011-08-23,28305.419125565837,15088.279257372253,41832.18296176894
2011-08-24,23506.35211457213,10625.566289100587,36298.85415247984
2011-08-25,32182.225578065154,18840.072795045457,45563.85929290832
2011-08-26,21530.004224329612,7621.581956560356,34510.67467825789
2011-08-28,10847.128701515296,-4855.074788837342,24704.514169743154
2011-08-30,28384.27856237814,14543.807279661396,42287.72584246121
2011-08-31,24105.238698632573,11541.265066189146,37296.25104506122
2011-09-01,33343.9339505307,21374.11101826999,47843.06027109203
2011-09-02,23290.170016786367,9662.291304968316,35919.139269506544
2011-09-04,13876.124596046251,469.80756141505356,27845.66312097605
2011-09-05,26891.418289191977,14143.94538515918,41433.54491783914
2011-09-06,32709.024144916344,20279.288960771144,46134.43967320742
2011-09-07,29059.1401895509,16182.772891743272,42355.81579956672
2011-09-08,38898.24926446665,25098.15601902936,51764.20130418489
2011-09-09,29403.88383303695,16870.619364366416,42442.34003842051
2011-09-11,20938.287921836803,8121.5139232286565,33814.24064002413
2011-09-12,34320.79155836595,21039.142460956933,48538.239880723144
2011-09-13,40421.50260105871,27157.861505435107,53866.08157495494
2011-09-14,36962.811918731684,22565.02874685711,49819.61466475554
2011-09-15,46895.100713886,33149.9716786905,59756.803078781704
2011-09-16,37391.708999257295,23737.290723678707,50302.87146256192
2011-09-18,28595.130071076845,14808.562915955781,42475.05254610093
2011-09-19,41658.02827064018,28703.31238077462,55699.4930461251
2011-09-20,47341.688061658555,33971.53617805801,60538.75575390608
2011-09-21,43375.21242945735,30008.640549781765,56327.91858150987
2011-09-22,52717.759195361046,39309.35521534645,65093.07691320797
2011-09-23,42553.33788348806,29420.24213884283,56318.899510868054
2011-09-25,32271.587351781884,19273.839269821176,45264.33115287067
2011-09-26,44538.899215368656,30422.092630260697,58013.513843401415
2011-09-27,49412.13841486428,35455.92659075554,63399.10701501634
2011-09-28,44636.336720210806,30293.409079339835,58414.64180277188
2011-09-29,53186.56593830939,40077.27490246218,67019.77054250955
2011-09-30,42262.34639852996,28096.795310513076,55396.992780465385
2011-10-02,30616.309820404338,16423.178783476727,43306.31278982966
2011-10-03,42304.7968413309,28694.959696093745,55212.00208477109
2011-10-04,46682.417554263506,34041.38560076427,60525.397757781895
2011-10-05,41502.45740063478,27546.483731129054,54956.89702718852
2011-10-06,49745.99437109326,36674.414099001755,63678.507464322196
2011-10-07,38616.16370798787,25472.573198035636,52920.49340200185
2011-10-09,26864.235528284702,13224.330777999172,39818.511662811994
2011-10-10,38647.32378144263,25109.308551943515,51561.13345748001
2011-10-11,43210.561642920344,29563.267934080555,57452.41552125728
2011-10-12,38299.0114515662,24237.09458383042,51932.49426675774
2011-10-13,46883.63495991319,33357.41745028785,60418.98770819627
2011-10-14,36155.84948221126,22707.499019776595,49735.99402699873
2011-10-16,25338.052363848732,11363.242112592365,39260.70570536202
2011-10-17,37624.95921323536,24353.02015740757,52144.84722512709
2011-10-18,42697.239082968736,29183.463384395254,56690.694732798
2011-10-19,38285.780124863006,24932.269486825935,52410.0100830954
2011-10-20,47348.07561105727,34131.955989586626,61553.70829009884
2011-10-21,37063.15436510158,23674.906653521964,50945.64897902513
2011-10-23,26984.512217156072,14142.359960589147,40082.604008460316
2011-10-24,39551.17839267703,26059.591377338005,53068.23203642095
2011-10-25,44835.77939547914,31864.276871091515,57866.13577486193
2011-10-26,40566.34448038593,26914.80941371252,52934.27868956846
2011-10-27,49699.83312101155,37180.63198302342,63147.35362893109
2011-10-28,39417.046933277656,25664.540669616923,51461.801387085245
2011-10-30,29153.522194789464,16976.91410754607,41272.52418439912
2011-10-31,41547.111161448694,27506.166649710918,54689.68382449875
2011-11-01,46616.95817313068,32761.089059572518,60793.264650681966
2011-11-02,42101.77586599353,29261.899576763608,54552.8402571195
2011-11-03,50970.072321454565,37083.20754198935,64593.565711377276
2011-11-04,40414.666578572345,26825.26772767562,52353.30231435256
2011-11-05,52939.79531834547,39946.74839859843,66797.46293691246
2011-11-06,29631.549983180896,17475.67289463623,42747.42456736217
2011-11-07,41800.816291349285,29183.92710620345,55274.09933927748
2011-11-08,46683.41481146216,32483.770734895075,59683.51166123243
2011-11-09,42026.32198257144,28725.91513822751,55314.89380400991
2011-11-10,50804.48384294867,37283.358547166456,63768.0670674976
2011-11-11,40215.075516484256,27031.714249967175,52247.402898430366
2011-11-12,52764.415121357655,38495.4969242008,66048.69292899092
2011-11-13,29538.278198283275,16194.653444982367,42781.385353912105
2011-11-14,41844.789448823234,29001.73173725033,54301.28257662983
2011-11-15,46914.59310812897,32357.000224321728,60423.5197431964
2011-11-16,42487.18172028966,29335.24103542479,55929.516377494474
2011-11-17,51527.89364837849,37452.16526375197,65843.80881456002
2011-11-18,41222.42814408241,28180.873618811944,54711.507258229954
2011-11-19,54064.08022469361,40982.73205282417,67423.87777977073
2011-11-20,31124.433000247314,17774.770333498018,44186.28419968191
2011-11-21,43696.67396899182,30499.642383290295,57622.61343506253
2011-11-22,48996.22479236235,35921.77855391685,62837.672233036305
2011-11-23,44747.55128558939,31929.341008282918,58199.4567212202
2011-11-24,53901.65006638517,40085.26861144562,66737.33250042482
2011-11-25,43631.04633250525,30788.222083556007,56845.751976617474
2011-11-26,56417.49060508887,42619.736123464776,70978.05038105564
2011-11-27,33323.078028969365,20233.892769564238,46806.73589700879
2011-11-28,45633.94346778247,32211.328321165,59306.97112211505
2011-11-29,50561.2097866194,37916.393915554996,64080.61414290066
2011-11-30,45828.04546738158,32383.090813465114,59973.5188709341
2011-12-01,54387.319262044824,41087.58472358285,67237.29520969109
2011-12-02,43416.679745388785,30010.451906341143,57682.28311737998
2011-12-03,55406.24334048494,42505.41710925407,69352.74651309462
2011-12-04,31429.61264808122,17597.12756897234,45198.489856868306
